,Synonym_1,Synonym_2,Weird_Category,Synonym_3,Synonym_4,Pos_Tags,Pos_And_Words
8213,bejublande..1,bejubla..1,PRIM..1,bejublande..nn.1,bejublande,nn,nn_5n_saldo
8214,bekaja..1,belasta..1,PRIM..1,bekaja..vb.1,bekaja,vb,vb_1a_laga
8215,bekajande..1,bekaja..1,PRIM..1,bekajande..nn.1,bekajande,nn,nn_5n_saldo
8216,bekant..1,känna..1,PRIM..1,bekant..av.1,bekant,av,av_1_akut
8217,bekant..2,bekant..1,PRIM..1,bekant..nn.1,bekant,nn,nn_ou_bekant
8218,bekanta..1,bekant..1,PRIM..1,bekanta..vb.1,bekanta,vb,vb_1a_beundra
8219,bekantande..1,bekanta..1,PRIM..1,bekantande..nn.1,bekantande,nn,nn_0n_syre
8220,bekanta_sig..1,bekant..1,PRIM..1,bekanta_sig..vbm.1,bekanta sig,vbm,vbm_1ms1_laga
8221,bekantgöra..1,bekant..1,PRIM..1,bekantgöra..vb.1,bekantgöra,vb,vb_2a_göra
8222,bekantgörande..1,bekantgöra..1,PRIM..1,bekantgörande..nn.1,bekantgörande,nn,nn_5n_saldo
8223,bekanting..1,bekant..1,PRIM..1,bekanting..nn.1,bekanting,nn,nn_2u_mening
8224,bekantskap..1,bekant..1,PRIM..1,bekantskap..nn.1,bekantskap,nn,nn_3u_tid
8225,bekantskapskrets..1,krets..2,bekant..1,bekantskapskrets..nn.1,bekantskapskrets,nn,nn_2u_sten
8226,bekika..1,stirra..1,PRIM..1,bekika..vb.1,bekika,vb,vb_1a_laga
8227,bekikande..1,bekika..1,PRIM..1,bekikande..nn.1,bekikande,nn,nn_5n_saldo
8228,beklaga..1,klaga..1,ledsen..1,beklaga..vb.1,beklaga,vb,vb_1a_beundra
8229,beklagande..1,beklaga..1,PRIM..1,beklagande..nn.1,beklagande,nn,nn_5n_saldo
8230,beklagansvärd..1,värd..1,beklaga..1,beklagansvärd..av.1,beklagansvärd,av,av_1_rund
8231,beklaga_sig..1,beklaga..1,PRIM..1,beklaga_sig..vbm.1,beklaga sig,vbm,vbm_1ms1_laga
8232,beklaglig..1,beklaga..1,PRIM..1,beklaglig..av.1,beklaglig,av,av_1_gul
8233,beklagligen..1,beklaga..1,PRIM..1,beklagligen..ab.1,beklagligen,ab,ab_i_aldrig
8234,beklaglighet..1,beklaglig..1,PRIM..1,beklaglighet..nn.1,beklaglighet,nn,nn_0u_boskap
8235,beklagligtvis..1,beklaga..1,PRIM..1,beklagligtvis..ab.1,beklagligtvis,ab,ab_i_aldrig
8236,beklä..1,klä..1,PRIM..1,beklä..vb.1,beklä,vb,vb_va_klä
8237,beklädande..1,beklä..1,PRIM..1,beklädande..nn.1,beklädande,nn,nn_5n_saldo
8238,beklädnad..1,kläder..1,PRIM..1,beklädnad..nn.1,beklädnad,nn,nn_3u_salong
8239,beklädning..1,beklä..1,PRIM..1,beklädning..nn.1,beklädning,nn,nn_2u_mening
8240,beklämd..1,ledsen..1,PRIM..1,beklämd..av.1,beklämd,av,av_1_rund
8241,beklämdhet..1,beklämd..1,PRIM..1,beklämdhet..nn.1,beklämdhet,nn,nn_0u_boskap
8242,beklämmande..1,sorglig..1,PRIM..1,beklämmande..av.1,beklämmande,av,av_i_diverse
8243,beklämning..1,beklämd..1,PRIM..1,beklämning..nn.1,beklämning,nn,nn_2u_mening
8244,beknip..1,rep..1,orörlig..1,beknip..nn.1,beknip,nn,nn_0n_dalt
8245,beknipa..1,beknip..1,PRIM..1,beknipa..vb.1,beknipa,vb,vb_4a_rida
8246,beknipande..1,beknipa..1,PRIM..1,beknipande..nn.1,beknipande,nn,nn_5n_saldo
8247,bekomma..1,inverka..1,PRIM..1,bekomma..vb.1,bekomma,vb,vb_4m_bekomma
8248,bekommande..1,bekomma..1,PRIM..1,bekommande..nn.1,bekommande,nn,nn_5n_saldo
8249,bekosta..1,betala..1,PRIM..1,bekosta..vb.1,bekosta,vb,vb_1a_laga
8250,bekostande..1,bekosta..1,PRIM..1,bekostande..nn.1,bekostande,nn,nn_5n_saldo
8251,bekostnad..1,bekosta..1,PRIM..1,bekostnad..nn.1,bekostnad,nn,nn_3u_salong
8252,bekransa..1,krans..1,PRIM..1,bekransa..vb.1,bekransa,vb,vb_1a_laga
8253,bekransande..1,bekransa..1,PRIM..1,bekransande..nn.1,bekransande,nn,nn_5n_saldo
8254,bekransning..1,bekransa..1,PRIM..1,bekransning..nn.1,bekransning,nn,nn_2u_mening
8255,bekriga..1,kriga..1,PRIM..1,bekriga..vb.1,bekriga,vb,vb_1a_laga
8256,bekrigande..1,bekriga..1,PRIM..1,bekrigande..nn.1,bekrigande,nn,nn_5n_saldo
8257,bekräfta..1,ja..1,PRIM..1,bekräfta..vb.1,bekräfta,vb,vb_1a_laga
8258,bekräfta..2,giltig..1,PRIM..1,bekräfta..vb.1,bekräfta,vb,vb_1a_laga
8259,bekräftande..1,bekräfta..1,PRIM..1,bekräftande..nn.1,bekräftande,nn,nn_5n_saldo
8260,bekräftande..2,bekräfta..2,PRIM..1,bekräftande..nn.1,bekräftande,nn,nn_5n_saldo
8261,bekräftelse..1,bekräfta..1,PRIM..1,bekräftelse..nn.1,bekräftelse,nn,nn_4u_linje
8262,bekräftelse..2,bekräfta..2,PRIM..1,bekräftelse..nn.1,bekräftelse,nn,nn_4u_linje
8263,bekräftelsebehov..1,behov..1,bekräftelse..1,bekräftelsebehov..nn.1,bekräftelsebehov,nn,nn_6n_departement
8264,bekräftelsesökande..1,söka..1,bekräftelse..1,bekräftelsesökande..av.1,bekräftelsesökande,av,av_i_diverse
8265,bekröna..1,pryda..1,uppe..1,bekröna..vb.1,bekröna,vb,vb_2a_ansöka
8266,bekrönande..1,bekröna..1,PRIM..1,bekrönande..nn.1,bekrönande,nn,nn_5n_saldo
8267,bekröning..1,bekröna..1,PRIM..1,bekröning..nn.1,bekröning,nn,nn_2u_mening
8268,bekväm..1,bra..1,PRIM..1,bekväm..av.1,bekväm,av,av_1_gul
8269,bekväm..2,obesvärad..1,PRIM..1,bekväm..av.1,bekväm,av,av_1_gul
8270,bekväma_sig..1,förmå_sig..1,PRIM..1,bekväma_sig..vbm.1,bekväma sig,vbm,vbm_1ms1_laga
8271,bekvämhet..1,bekväm..1,PRIM..1,bekvämhet..nn.1,bekvämhet,nn,nn_0u_boskap
8272,bekvämlighet..1,bekväm..1,PRIM..1,bekvämlighet..nn.1,bekvämlighet,nn,nn_3u_salong
8273,bekvämlighetsflagg..1,flaggning..1,skatteflykt..1,bekvämlighetsflagg..nn.1,bekvämlighetsflagg,nn,nn_0u_boskap
8274,bekvämlighetshänsyn..1,hänsyn..1,bekvämlighet..1,bekvämlighetshänsyn..nn.1,bekvämlighetshänsyn,nn,nn_6u_yen
8275,bekvämlighetsinrättning..1,toalett..1,PRIM..1,bekvämlighetsinrättning..nn.1,bekvämlighetsinrättning,nn,nn_2u_mening
8276,bekymmer..1,oro..1,PRIM..1,bekymmer..nn.1,bekymmer,nn,nn_6n_foder
8277,bekymmer..2,orosmoment..1,PRIM..1,bekymmer..nn.1,bekymmer,nn,nn_6n_foder
8278,bekymmersam..1,bekymmer..1,PRIM..1,bekymmersam..av.1,bekymmersam,av,av_1_stum
8279,bekymmersamhet..1,bekymmersam..1,PRIM..1,bekymmersamhet..nn.1,bekymmersamhet,nn,nn_0u_boskap
8280,bekymmersfri..1,bekymmer..1,utan..1,bekymmerfri..av.1,bekymmerfri,av,av_1_ny
8281,bekymmersfri..1,bekymmer..1,utan..1,bekymmersfri..av.1,bekymmersfri,av,av_1_ny
8282,bekymmersfull..1,bekymmer..1,PRIM..1,bekymmersfull..av.1,bekymmersfull,av,av_1_gul
8283,bekymmerslös..1,bekymmer..1,utan..1,bekymmerslös..av.1,bekymmerslös,av,av_1_gul
8284,bekymmerslöshet..1,bekymmerslös..1,PRIM..1,bekymmerslöshet..nn.1,bekymmerslöshet,nn,nn_0u_boskap
8285,bekymmersrynka..1,rynka..1,bekymmer..1,bekymmersrynka..nn.1,bekymmersrynka,nn,nn_1u_skyltdocka
8286,bekymra..1,bekymmer..1,PRIM..1,bekymra..vb.1,bekymra,vb,vb_1a_beundra
8287,bekymrad..1,bekymra_sig..1,PRIM..1,bekymrad..av.1,bekymrad,av,av_0_korkad
8288,bekymrad..2,bekymra..1,PRIM..1,bekymrad..av.1,bekymrad,av,av_0_korkad
8289,bekymrande..1,bekymra..1,PRIM..1,bekymrande..nn.1,bekymrande,nn,nn_5n_saldo
8290,bekymra_sig..1,bekymra..1,känna..4,bekymra_sig..vbm.1,bekymra sig,vbm,vbm_1ms1_laga
8291,bekyttad..1,ängslig..1,PRIM..1,bekyttad..av.1,bekyttad,av,av_0_korkad
8292,bekämpa..1,kämpa..1,PRIM..1,bekämpa..vb.1,bekämpa,vb,vb_1a_laga
8293,bekämpande..1,bekämpa..1,PRIM..1,bekämpande..nn.1,bekämpande,nn,nn_5n_saldo
8294,bekämpare..1,bekämpa..1,PRIM..1,bekämpare..nn.1,bekämpare,nn,nn_6u_kikare
8295,bekämpning..1,bekämpa..1,PRIM..1,bekämpning..nn.1,bekämpning,nn,nn_2u_mening
8296,bekämpningsmedel..1,medel..1,bekämpning..1,bekämpningsmedel..nn.1,bekämpningsmedel,nn,nn_6n_medel
8297,bekänna..1,erkänna..1,PRIM..1,bekänna..vb.1,bekänna,vb,vb_2a_känna
8298,bekänna_färg..1,avslöja..1,PRIM..1,bekänna_färg..vbm.1,bekänna färg,vbm,vbm_2ml1_känna
8299,bekänna_kort..1,bekänna_färg..1,PRIM..1,bekänna_kort..vbm.1,bekänna kort,vbm,vbm_2ml1_känna
8300,bekännande..1,bekänna..1,PRIM..1,bekännande..nn.1,bekännande,nn,nn_5n_saldo
8301,bekännare..1,bekänna_sig..1,religion..1,bekännare..nn.1,bekännare,nn,nn_6u_kikare
8302,bekänna_sig..1,tro..1,PRIM..1,bekänna_sig..vbm.1,bekänna sig,vbm,vbm_2ms1_känna
8303,bekännelse..1,bekänna..1,PRIM..1,bekännelse..nn.1,bekännelse,nn,nn_4u_linje
8304,bekännelsefrihet..1,trosfrihet..1,PRIM..1,bekännelsefrihet..nn.1,bekännelsefrihet,nn,nn_3u_salong
8305,Bekännelser..1,Augustinus..1,PRIM..1,Bekännelser..pm.1,Bekännelser,pm,pm_uwb_hemsöborna
8306,bekännelseroman..1,självbiografi..1,uppriktig..1,bekännelseroman..nn.1,bekännelseroman,nn,nn_3u_karbid
8307,bekännelseskrift..1,skrift..2,religion..1,bekännelseskrift..nn.1,bekännelseskrift,nn,nn_3u_salong
8308,Bela..1,förnamn..1,Bartok..1 han..1,Bela..pm.1,Bela,pm,pm_mph_bo
8309,belacka..1,förtala..1,PRIM..1,belacka..vb.1,belacka,vb,vb_1a_beundra
8310,belackande..1,belacka..1,PRIM..1,belackande..nn.1,belackande,nn,nn_5n_saldo
8311,belackare..1,belacka..1,PRIM..1,belackare..nn.1,belackare,nn,nn_6u_kikare
8312,belag..1,glid..1,skida..1,belag..nn.1,belag,nn,nn_6n_bord
8313,belamra..1,fylla..1,PRIM..1,belamra..vb.1,belamra,vb,vb_1a_beundra
8314,belamrande..1,belamra..1,PRIM..1,belamrande..nn.1,belamrande,nn,nn_5n_saldo
8315,belanga..1,anbelanga..1,PRIM..1,belanga..vb.1,belanga,vb,vb_1m_existera
8316,belangande..1,belanga..1,PRIM..1,belangande..nn.1,belangande,nn,nn_5n_saldo
8317,belasta..1,last..1,tung..1,belasta..vb.1,belasta,vb,vb_1a_laga
8318,belasta..2,påfrestning..1,PRIM..1,belasta..vb.1,belasta,vb,vb_1a_laga
8319,belasta..3,omständighet..1,svår..2,belasta..vb.1,belasta,vb,vb_1a_laga
8320,belastande..1,belasta..1,PRIM..1,belastande..nn.1,belastande,nn,nn_5n_saldo
8321,belastande..2,belasta..2,PRIM..1,belastande..nn.1,belastande,nn,nn_5n_saldo
8322,belastande..3,belasta..3,PRIM..1,belastande..nn.1,belastande,nn,nn_5n_saldo
8323,belastning..1,belasta..1,PRIM..1,belastning..nn.1,belastning,nn,nn_2u_mening
8324,belastning..2,belasta..2,PRIM..1,belastning..nn.1,belastning,nn,nn_2u_mening
8325,belastning..3,belasta..3,PRIM..1,belastning..nn.1,belastning,nn,nn_2u_mening
8326,belastningsregister..1,brottsregister..1,PRIM..1,belastningsregister..nn.1,belastningsregister,nn,nn_6n_foder
8327,belastningsskada..1,skada..2,belastning..1,belastningsskada..nn.1,belastningsskada,nn,nn_1u_olja
8328,belastningsuppgift..1,uppgift..2,belastningsregister..1,belastningsuppgift..nn.1,belastningsuppgift,nn,nn_3u_salong
8329,bel_canto..1,sång..2,vacker..1,belcanto..nn.1,belcanto,nn,nn_in_vaj
8330,bel_canto..1,sång..2,vacker..1,bel_canto..nnm.1,bel canto,nnm,nnm_0n0_fait_accompli
8331,bele..1,le..1,hånfull..1,bele..vb.1,bele,vb,vb_4m_le
8332,beledsaga..1,följa..1,tillsammans..1,beledsaga..vb.1,beledsaga,vb,vb_1a_laga
8333,beledsagande..1,beledsaga..1,PRIM..1,beledsagande..nn.1,beledsagande,nn,nn_5n_saldo
8334,beledsagare..1,beledsaga..1,PRIM..1,beledsagare..nn.1,beledsagare,nn,nn_6u_kikare
8335,beledsagning..1,beledsaga..1,PRIM..1,beledsagning..nn.1,beledsagning,nn,nn_2u_mening
8336,beleende..1,bele..1,PRIM..1,beleende..nn.1,beleende,nn,nn_5n_saldo
8337,belemnit..1,fossil..1,bläckfisk..1,belemnit..nn.1,belemnit,nn,nn_3u_karbid
8338,belevad..1,bildad..1,PRIM..1,belevad..av.1,belevad,av,av_0_korkad
8339,belevenhet..1,belevad..1,PRIM..1,belevenhet..nn.1,belevenhet,nn,nn_3u_salong
8340,Belfast..1,huvudstad..1,Nordirland..1,Belfast..pm.1,Belfast,pm,pm_nlg_delhi
8341,belgare..1,Belgien..1,PRIM..1,belgare..nn.1,belgare,nn,nn_6u_kikare
8342,Belgien..1,land..1,PRIM..1,Belgien..pm.1,Belgien,pm,pm_nlp_sverige
8343,belgier..1,belgare..1,PRIM..1,belgier..nn.1,belgier,nn,nn_6u_akademiker
8344,belgisk..1,Belgien..1,PRIM..1,belgisk..av.1,belgisk,av,av_1_gul
8345,belgiska..1,belgier..1,hon..1,belgiska..nn.1,belgiska,nn,nn_1u_olja
8346,Belgrad..1,huvudstad..1,Jugoslavien..1,Belgrad..pm.1,Belgrad,pm,pm_nlg_delhi
8347,Belinda..1,förnamn..1,hon..1,Belinda..pm.1,Belinda,pm,pm_fph_lisa
8348,Belize..1,land..1,Centralamerika..1,Belize..pm.1,Belize,pm,pm_nlp_sverige
8349,belizier..1,Belize..1,PRIM..1,belizier..nn.1,belizier,nn,nn_6u_akademiker
8350,belizisk..1,Belize..1,PRIM..1,belizisk..av.1,belizisk,av,av_1_gul
8351,beliziska..1,belizier..1,hon..1,beliziska..nn.1,beliziska,nn,nn_1u_olja
8352,beljuga..1,ljuga..1,PRIM..1,beljuga..vb.1,beljuga,vb,vb_4a_flyga
8353,beljugande..1,beljuga..1,PRIM..1,beljugande..nn.1,beljugande,nn,nn_5n_saldo
8354,Bell..1,efternamn..1,telefon..1 uppfinnare..1,Bell..pm.1,Bell,pm,pm_hph_berg
8355,belladonna..1,drog..1,pupillförstorande..1,belladonna..nn.1,belladonna,nn,nn_0u_radar
8356,Belle..1,förnamn..1,hon..1,Belle..pm.1,Belle,pm,pm_fph_alice
8357,belletrist..1,författare..1,skönlitteratur..1,belletrist..nn.1,belletrist,nn,nn_3u_karbid
8358,belletristik..1,skönlitteratur..1,PRIM..1,belletristik..nn.1,belletristik,nn,nn_0u_månsing
8359,belletristisk..1,belletristik..1,PRIM..1,belletristisk..av.1,belletristisk,av,av_1_gul
8360,bellis..1,tusensköna..1,PRIM..1,bellis..nn.1,bellis,nn,nn_vu_kart
8361,bellit..1,sprängämne..1,PRIM..1,bellit..nn.1,bellit,nn,nn_0u_månsing
8362,Bellman..1,efternamn..1,diktare..1 sjuttonhundratalet..1,Bellman..pm.1,Bellman,pm,pm_hph_berg
8363,belopp..1,tal..1,PRIM..1,belopp..nn.1,belopp,nn,nn_6n_departement
8364,Beltran..1,efternamn..1,sångare..1,Beltran..pm.1,Beltran,pm,pm_hph_berg
8365,belysa..1,lysa..1,PRIM..1,belysa..vb.1,belysa,vb,vb_2a_ansöka
8366,belysande..1,klargöra..1,PRIM..1,belysande..av.1,belysande,av,av_i_diverse
8367,belysande..2,belysa..1,PRIM..1,belysande..nn.1,belysande,nn,nn_5n_saldo
8368,belysning..1,belysa..1,PRIM..1,belysning..nn.1,belysning,nn,nn_2u_mening
8369,belysningsarmatur..1,armatur..1,PRIM..1,belysningsarmatur..nn.1,belysningsarmatur,nn,nn_3u_karbid
8370,belysningsmässa..1,mässa..3,belysning..1,belysningsmässa..nn.1,belysningsmässa,nn,nn_1u_olja
8371,belysningsström..1,ström..2,belysning..1,belysningsström..nn.1,belysningsström,nn,nn_2u_mun
8372,belysningsstyrka..1,styrka..1,belysning..1,belysningsstyrka..nn.1,belysningsstyrka,nn,nn_1u_olja
8373,belåna..1,låna..1,PRIM..1,belåna..vb.1,belåna,vb,vb_1a_laga
8374,belånande..1,belåna..1,PRIM..1,belånande..nn.1,belånande,nn,nn_5n_saldo
8375,belåning..1,belåna..1,PRIM..1,belåning..nn.1,belåning,nn,nn_2u_mening
8376,belåningsgrad..1,grad..2,belåning..1,belåningsgrad..nn.1,belåningsgrad,nn,nn_3u_salong
8377,belåten..1,nöjd..1,PRIM..1,belåten..av.1,belåten,av,av_1_utbrunnen
8378,belåtenhet..1,belåten..1,PRIM..1,belåtenhet..nn.1,belåtenhet,nn,nn_3u_salong
8379,belägen..1,läge..1,PRIM..1,belägen..av.1,belägen,av,av_1_utbrunnen
8380,belägenhet..1,situation..1,PRIM..1,belägenhet..nn.1,belägenhet,nn,nn_3u_salong
8381,belägg..1,förekomst..1,PRIM..1,belägg..nn.1,belägg,nn,nn_6n_bord
8382,belägga..1,beläggning..1,PRIM..1,belägga..vb.1,belägga,vb,vb_2a_lägga
8383,belägga..2,påföljd..1,PRIM..1,belägga..vb.1,belägga,vb,vb_2a_lägga
8384,belägga..3,förtöja..1,PRIM..1,belägga..vb.1,belägga,vb,vb_2a_lägga
8385,belägga..4,plats..1,upptagen..1,belägga..vb.1,belägga,vb,vb_2a_lägga
8386,belägga..5,påvisa..1,förekomst..1,belägga..vb.1,belägga,vb,vb_2a_lägga
8387,belägga_med_munkavle..1,tysta..2,PRIM..1,belägga_med_munkavel..vbm.1,belägga med munkavel,vbm,vbm_2ad1_lägga
8388,belägga_med_munkavle..1,tysta..2,PRIM..1,belägga_med_munkavle..vbm.1,belägga med munkavle,vbm,vbm_2ad1_lägga
8389,beläggande..1,belägga..1,PRIM..1,beläggande..nn.1,beläggande,nn,nn_5n_saldo
8390,beläggande..2,belägga..2,PRIM..1,beläggande..nn.1,beläggande,nn,nn_5n_saldo
8391,beläggande..3,belägga..3,PRIM..1,beläggande..nn.1,beläggande,nn,nn_5n_saldo
8392,beläggande..4,belägga..4,PRIM..1,beläggande..nn.1,beläggande,nn,nn_5n_saldo
8393,beläggande..5,belägga..5,PRIM..1,beläggande..nn.1,beläggande,nn,nn_5n_saldo
8394,beläggning..1,skikt..1,PRIM..1,beläggning..nn.1,beläggning,nn,nn_2u_mening
8395,beläggning..2,belägga..4,PRIM..1,beläggning..nn.1,beläggning,nn,nn_2u_mening
8396,beläggning..3,belägga..3,PRIM..1,beläggning..nn.1,beläggning,nn,nn_2u_mening
8397,beläggningsgrad..1,grad..2,beläggning..2,beläggningsgrad..nn.1,beläggningsgrad,nn,nn_3u_salong
8398,beläggningsring..1,förtöjningsring..1,PRIM..1,beläggningsring..nn.1,beläggningsring,nn,nn_2u_mening
8399,beläggningssnöre..1,prydnadssnöre..1,uniform..1,beläggningssnöre..nn.1,beläggningssnöre,nn,nn_5n_saldo
8400,beläggningsstämpel..1,kontrollmärke..1,PRIM..1,beläggningsstämpel..nn.1,beläggningsstämpel,nn,nn_2u_nyckel
8401,beläggställe..1,belägg..1,PRIM..1,beläggställe..nn.1,beläggställe,nn,nn_5n_saldo
8402,belägra..1,inta..1,PRIM..1,belägra..vb.1,belägra,vb,vb_1a_beundra
8403,belägrande..1,belägra..1,PRIM..1,belägrande..nn.1,belägrande,nn,nn_5n_saldo
8404,belägring..1,belägra..1,PRIM..1,belägring..nn.1,belägring,nn,nn_2u_mening
8405,belägringsartilleri..1,artilleri..1,belägring..1,belägringsartilleri..nn.1,belägringsartilleri,nn,nn_0n_raseri
8406,belägringskonst..1,konst..2,belägring..1,belägringskonst..nn.1,belägringskonst,nn,nn_0u_månsing
8407,belägringstillstånd..1,undantagstillstånd..1,PRIM..1,belägringstillstånd..nn.1,belägringstillstånd,nn,nn_6n_bord
8408,belägringstorn..1,torn..1,belägring..1,belägringstorn..nn.1,belägringstorn,nn,nn_6n_bord
8409,beläsenhet..1,beläst..1,PRIM..1,beläsenhet..nn.1,beläsenhet,nn,nn_3u_salong
8410,beläst..1,bildning..1,bok..1,beläst..av.1,beläst,av,av_1_akut
8411,belästhet..1,beläst..1,PRIM..1,belästhet..nn.1,belästhet,nn,nn_3u_salong
8412,beläte..1,avbild..1,gud..1,beläte..nn.1,beläte,nn,nn_5n_ansikte
8413,belöna..1,ge..1,PRIM..1,belöna..vb.1,belöna,vb,vb_1a_laga
8414,belönande..1,belöna..1,PRIM..1,belönande..nn.1,belönande,nn,nn_5n_saldo
8415,belöning..1,belöna..1,PRIM..1,belöning..nn.1,belöning,nn,nn_2u_mening
8416,belöningsmedalj..1,medalj..1,belöning..1,belöningsmedalj..nn.1,belöningsmedalj,nn,nn_3u_tid
8417,belöningssystem..1,system..1,belöning..1,belöningssystem..nn.1,belöningssystem,nn,nn_6n_system
8418,belöpa_sig..1,utgöra..1,PRIM..1,belöpa_sig..vbm.1,belöpa sig,vbm,vbm_vms1_förlöpa
8419,bemanna..1,manskap..1,PRIM..1,bemanna..vb.1,bemanna,vb,vb_1a_laga
8420,bemannad..1,bemanna..1,PRIM..1,bemannad..av.1,bemannad,av,av_0_korkad
8421,bemannande..1,bemanna..1,PRIM..1,bemannande..nn.1,bemannande,nn,nn_5n_saldo
8422,bemanning..1,bemanna..1,PRIM..1,bemanning..nn.1,bemanning,nn,nn_2u_mening
8423,bemanningsföretag..1,uthyrning..1,arbetskraft..1,bemanningsföretag..nn.1,bemanningsföretag,nn,nn_6n_departement
8424,bemanningsverksamhet..1,verksamhet..1,bemanningsföretag..1,bemanningsverksamhet..nn.1,bemanningsverksamhet,nn,nn_3u_salong
8425,bemantla..1,förse..1,ytterhölje..1,bemantla..vb.1,bemantla,vb,vb_1a_beundra
8426,bemantlande..1,bemantla..1,PRIM..1,bemantlande..nn.1,bemantlande,nn,nn_5n_saldo
8427,bemedla..1,medla..1,PRIM..1,bemedla..vb.1,bemedla,vb,vb_1a_beundra
8428,bemedlad..1,välbärgad..1,PRIM..1,bemedlad..av.1,bemedlad,av,av_0_korkad
8429,bemedlande..1,bemedla..1,PRIM..1,bemedlande..nn.1,bemedlande,nn,nn_5n_saldo
8430,bemedling..1,bemedla..1,PRIM..1,bemedling..nn.1,bemedling,nn,nn_2u_mening
8431,bemyndiga..1,befogenhet..1,PRIM..1,bemyndiga..vb.1,bemyndiga,vb,vb_1a_beundra
8432,bemyndigande..1,bemyndiga..1,PRIM..1,bemyndigande..nn.1,bemyndigande,nn,nn_5n_saldo
8433,bemåla..1,måla..1,PRIM..1,bemåla..vb.1,bemåla,vb,vb_1a_beundra
8434,bemålande..1,bemåla..1,PRIM..1,bemålande..nn.1,bemålande,nn,nn_0n_syre
8435,bemålning..1,bemåla..1,PRIM..1,bemålning..nn.1,bemålning,nn,nn_0u_boskap
8436,bemäktiga_sig..1,erövra..1,PRIM..1,bemäktiga_sig..vbm.1,bemäktiga sig,vbm,vbm_1ms1_laga
8437,bemälde..1,omnämna..1,PRIM..1,bemälde..av.1,bemälde,av,av_im_bemälde
8438,bemänga..1,blanda..1,PRIM..1,bemänga..vb.1,bemänga,vb,vb_2a_viga
8439,bemängande..1,bemänga..1,PRIM..1,bemängande..nn.1,bemängande,nn,nn_5n_saldo
8440,bemärka..1,märka..1,PRIM..1,bemärka..vb.1,bemärka,vb,vb_2a_ansöka
8441,bemärkande..1,bemärka..1,PRIM..1,bemärkande..nn.1,bemärkande,nn,nn_5n_saldo
8442,bemärkelse..1,avseende..1,PRIM..1,bemärkelse..nn.1,bemärkelse,nn,nn_4u_linje
8443,bemärkelsedag..1,dag..1,viktig..1,bemärkelsedag..nn.1,bemärkelsedag,nn,nn_2u_mening
8444,bemärkt..1,känd..1,PRIM..1,bemärkt..av.1,bemärkt,av,av_1_akut
8445,bemärkthet..1,bemärkt..1,PRIM..1,bemärkthet..nn.1,bemärkthet,nn,nn_0u_boskap
8446,bemästra..1,klara..1,PRIM..1,bemästra..vb.1,bemästra,vb,vb_1a_beundra
8447,bemästrande..1,bemästra..1,PRIM..1,bemästrande..nn.1,bemästrande,nn,nn_5n_saldo
8448,bemödande..1,bemöda_sig..1,PRIM..1,bemödande..nn.1,bemödande,nn,nn_5n_saldo
8449,bemöda_sig..1,anstränga_sig..1,PRIM..1,bemöda_sig..vbm.1,bemöda sig,vbm,vbm_1ms1_laga
8450,bemöta..1,svara..1,PRIM..1,bemöta..vb.1,bemöta,vb,vb_2a_ansöka
8451,bemöta..2,ta_emot..2,PRIM..1,bemöta..vb.1,bemöta,vb,vb_2a_ansöka
8452,bemötande..1,bemöta..1,PRIM..1,bemötande..nn.1,bemötande,nn,nn_0n_syre
8453,bemötande..2,bemöta..2,PRIM..1,bemötande..nn.1,bemötande,nn,nn_0n_syre
8454,Ben..1,förnamn..1,han..1,Ben..pm.1,Ben,pm,pm_mph_bo
8455,ben..1,kropp..1,fot..1,ben..nn.1,ben,nn,nn_6n_blad
8456,ben..2,kropp..1,PRIM..1,ben..nn.1,ben,nn,nn_6n_blad
8457,ben..3,bära..2,möbel..1,ben..nn.1,ben,nn,nn_6n_blad
8458,bena..1,hår..1,dela..1,bena..nn.1,bena,nn,nn_1u_flicka
8459,bena..2,bena..1,PRIM..1,bena..vb.1,bena,vb,vb_1a_laga
8460,bena..3,avlägsna..1,fiskben..1,bena..vb.1,bena,vb,vb_1a_laga
8461,benande..1,bena..2,PRIM..1,benande..nn.1,benande,nn,nn_5n_saldo
8462,benande..2,bena..3,PRIM..1,benande..nn.1,benande,nn,nn_5n_saldo
8463,benaska..1,aska..1,ben..2,benaska..nn.1,benaska,nn,nn_0u_svenska
8464,Ben_Barka..1,efternamn..1,Marocko..1 politiker..1,Ben_Barka..pmm.1,Ben Barka,pmm,pmm_h0ph_de_saussure
8465,Ben_Bella..1,efternamn..1,politiker..1,Ben_Bella..pmm.1,Ben Bella,pmm,pmm_h0ph_de_saussure
8466,benbildning..1,bildning..2,ben..2,benbildning..nn.1,benbildning,nn,nn_2u_mening
8467,benbrosk..1,brosk..1,ben..2,benbrosk..nn.1,benbrosk,nn,nn_6n_system
8468,benbrott..1,brott..2,ben..2,benbrott..nn.1,benbrott,nn,nn_6n_bord
8469,Bender..1,kalabalik..1,Karl_XII..1,Bender..pm.1,Bender,pm,pm_nlp_bender
8470,benediktin..1,munk..1,benediktinerorden..1,benediktin..nn.1,benediktin,nn,nn_3u_karbid
8471,benediktinerkloster..1,kloster..1,benediktinerorden..1,benediktinerkloster..nn.1,benediktinerkloster,nn,nn_6n_foder
8472,benediktinerkloster..1,kloster..1,benediktinerorden..1,benediktinkloster..nn.1,benediktinkloster,nn,nn_6n_foder
