,Synonym_1,Synonym_2,Weird_Category,Synonym_3,Synonym_4,Pos_Tags,Pos_And_Words
24937,vikskärm..1,skärm..1,vika..1,vikskärm..nn.1,vikskärm,nn,nn_2u_stol
24938,Wikström..1,efternamn..1,PRIM..1,Wikström..pm.1,Wikström,pm,pm_hph_berg
24939,vikt..1,väga..1,PRIM..1,vikt..nn.1,vikt,nn,nn_3u_film
24940,vikt..2,viktig..1,PRIM..1,vikt..nn.1,vikt,nn,nn_3u_film
24941,vikt..3,tyngd..2,PRIM..1,vikt..nn.1,vikt,nn,nn_3u_film
24942,vikta..1,vikt..2,PRIM..1,vikta..vb.1,vikta,vb,vb_1a_beundra
24943,viktande..1,vikta..1,PRIM..1,viktande..nn.1,viktande,nn,nn_5n_saldo
24944,vikta_sig..1,viktig..2,PRIM..1,vikta_sig..vbm.1,vikta sig,vbm,vbm_1ms1_laga
24945,viktenhet..1,vikt..1,PRIM..1,viktenhet..nn.1,viktenhet,nn,nn_3u_salong
24946,viktförlust..1,minska..1,kroppsvikt..1,viktförlust..nn.1,viktförlust,nn,nn_3u_karbid
24947,viktig..1,stor..1,PRIM..1,viktig..av.1,viktig,av,av_1_gul
24948,viktig..2,högfärdig..1,PRIM..1,viktig..av.1,viktig,av,av_1_gul
24949,viktighet..1,viktig..1,PRIM..1,viktighet..nn.1,viktighet,nn,nn_3u_salong
24950,viktighetsmakare..1,viktig..2,PRIM..1,viktighetsmakare..nn.1,viktighetsmakare,nn,nn_6u_kikare
24951,viktigpetter..1,viktig..2,PRIM..1,viktigpetter..nn.1,viktigpetter,nn,nn_2u_nyckel
24952,viktjusterare..1,vikt..3,PRIM..1,viktjusterare..nn.1,viktjusterare,nn,nn_6u_kikare
24953,viktkastning..1,kulstötning..1,PRIM..1,viktkastning..nn.1,viktkastning,nn,nn_2u_mening
24954,viktklass..1,tävlingsklass..1,kroppsvikt..1,viktklass..nn.1,viktklass,nn,nn_3u_karbid
24955,viktklubb..1,klubb..1,viktminskning..1,viktklubb..nn.1,viktklubb,nn,nn_2u_mening
24956,viktlös..1,vikt..1,utan..1,viktlös..av.1,viktlös,av,av_1_gul
24957,viktlöshet..1,viktlös..1,PRIM..1,viktlöshet..nn.1,viktlöshet,nn,nn_0u_boskap
24958,viktminskning..1,minskning..1,vikt..1,viktminskning..nn.1,viktminskning,nn,nn_2u_mening
24959,viktminskningsprogram..1,gram..1,viktminskning..1,viktminskningsprogram..nn.1,viktminskningsprogram,nn,nn_6n_program
24960,viktmässig..1,vikt..1,PRIM..1,viktmässig..av.1,viktmässig,av,av_1_gul
24961,viktmässig..2,vikt..2,PRIM..1,viktmässig..av.1,viktmässig,av,av_1_gul
24962,viktnedgång..1,viktminskning..1,PRIM..1,viktnedgång..nn.1,viktnedgång,nn,nn_0u_boskap
24963,viktnedgångsåtgärd..1,åtgärd..1,viktnedgång..1,viktnedgångsåtgärd..nn.1,viktnedgångsåtgärd,nn,nn_3u_salong
24964,viktning..1,vikta..1,PRIM..1,viktning..nn.1,viktning,nn,nn_2u_mening
24965,Viktor..1,förnamn..1,han..1 Janukovitj..1 Jusjtjenko..1 Rydberg..1 Svanberg..1,Viktor..pm.1,Viktor,pm,pm_mph_bo
24966,Wiktor..1,förnamn..1,han..1,Wiktor..pm.1,Wiktor,pm,pm_mph_lars
24967,Viktoria..1,drottning..1,engelsk..1,Victoria..pm.1,Victoria,pm,pm_fph_lisa
24968,Viktoria..1,drottning..1,engelsk..1,Viktoria..pm.1,Viktoria,pm,pm_fph_lisa
24969,viktoria..1,seger..1,PRIM..1,viktoria..nn.1,viktoria,nn,nn_1u_flicka
24970,Viktoria..2,förnamn..1,hon..1,Viktoria..pm.1,Viktoria,pm,pm_fph_lisa
24971,viktoria..2,vagn..1,PRIM..1,viktoria..nn.1,viktoria,nn,nn_1u_flicka
24972,viktorianism..1,viktoriansk..1,PRIM..1,victorianism..nn.1,victorianism,nn,nn_3u_karbid
24973,viktorianism..1,viktoriansk..1,PRIM..1,viktorianism..nn.1,viktorianism,nn,nn_3u_karbid
24974,viktoriansk..1,sedlig..1,PRIM..1,victoriansk..av.1,victoriansk,av,av_1_gul
24975,viktoriansk..1,sedlig..1,PRIM..1,viktoriansk..av.1,viktoriansk,av,av_1_gul
24976,viktoriansk..2,Viktoria..1,PRIM..1,viktoriansk..av.1,viktoriansk,av,av_1_gul
24977,viktprocent..1,viktenhet..1,procent..1,viktprocent..nn.1,viktprocent,nn,nn_6u_yen
24978,viktskillnad..1,skillnad..1,vikt..1,viktskillnad..nn.1,viktskillnad,nn,nn_3u_salong
24979,viktslag..1,viktenhet..1,PRIM..1,viktslag..nn.1,viktslag,nn,nn_6n_departement
24980,viktsystem..1,system..1,vikt..1,viktsystem..nn.1,viktsystem,nn,nn_6n_system
24981,viktualiehandel..1,livsmedelsaffär..1,PRIM..1,viktualiehandel..nn.1,viktualiehandel,nn,nn_2u_ålder
24982,viktualier..1,livsmedel..1,PRIM..1,viktualier..nn.1,viktualier,nn,nn_rp_stadgar
24983,viktualievikt..1,skålpund..1,PRIM..1,viktualievikt..nn.1,viktualievikt,nn,nn_0u_boskap
24984,viktökning..1,ökning..1,vikt..1,viktökning..nn.1,viktökning,nn,nn_2u_mening
24985,vikunja..1,lamadjur..1,PRIM..1,vikunja..nn.1,vikunja,nn,nn_1u_flicka
24986,vikunjaull..1,ull..1,vikunja..1,vikunjaull..nn.1,vikunjaull,nn,nn_0u_boskap
24987,vila..1,aktivitet..1,motsats..1,vila..vb.1,vila,vb,vb_1m_svira
24988,vila..2,vila..1,PRIM..1,vila..nn.1,vila,nn,nn_1u_kyrka
24989,vila..3,ligga..1,PRIM..1,vila..vb.1,vila,vb,vb_1m_svira
24990,vilande..1,vila..1,PRIM..1,vilande..nn.1,vilande,nn,nn_5n_saldo
24991,vilande..2,vila..3,PRIM..1,vilande..nn.1,vilande,nn,nn_5n_saldo
24992,Wilander..1,efternamn..1,PRIM..1,Wilander..pm.1,Wilander,pm,pm_hph_berg
24993,vila_på_hanen..1,dröja..1,PRIM..1,vila_på_hanen..vbm.1,vila på hanen,vbm,vbm_1md1_laga
24994,vila_på_sina_lagrar..1,berömmelse..1,PRIM..1,vila_på_sina_lagrar..vbm.1,vila på sina lagrar,vbm,vbm_1mvzd1_laga
24995,vila_upp_sig..1,vila..2,PRIM..1,vila_upp_sig..vbm.1,vila upp sig,vbm,vbm_1mps1_laga
24996,vila_ut..1,vila..1,nog..2,vila_ut..vbm.1,vila ut,vbm,vbm_1ap1_laga
24997,vila_ut_sig..1,vila_ut..1,PRIM..1,vila_ut_sig..vbm.1,vila ut sig,vbm,vbm_1mps1_laga
24998,vild..1,tam..1,motsats..1,vild..av.1,vild,av,av_1_rund
24999,Wilda..1,förnamn..1,hon..1,Wilda..pm.1,Wilda,pm,pm_fph_lisa
25000,Vilda..1,förnamn..1,hon..1,Vilda..pm.1,Vilda,pm,pm_fph_lisa
25001,vildand..1,and..1,PRIM..1,vildand..nn.1,vildand,nn,nn_3u_tand
25002,vildapel..1,äppelträd..1,vildväxande..1,vildapel..nn.1,vildapel,nn,nn_2u_nyckel
25003,vildavel..1,föda_upp..1,villebråd..1,vildavel..nn.1,vildavel,nn,nn_0u_tro
25004,Vilda_Västern..1,USA..1,PRIM..1,vilda_västern..pmm.1,vilda västern,pmm,pmm_u0eh_franska_revolutionen
25005,Vilda_Västern..1,USA..1,PRIM..1,Vilda_Västern..pmm.1,Vilda Västern,pmm,pmm_u0eh_franska_revolutionen
25006,vildbana..1,jaktmark..1,PRIM..1,vildbana..nn.1,vildbana,nn,nn_1u_olja
25007,vildbasare..1,busig..1,PRIM..1,vildbasare..nn.1,vildbasare,nn,nn_6u_kikare
25008,vilddjur..1,rovdjur..1,PRIM..1,vilddjur..nn.1,vilddjur,nn,nn_6n_bord
25009,Wilde..1,efternamn..1,engelsk..1 författare..1,Wilde..pm.1,Wilde,pm,pm_hph_berg
25010,Vilde..1,förnamn..1,han..1,Vilde..pm.1,Vilde,pm,pm_mph_sture
25011,vilde..1,vild..1,PRIM..1,vilde..nn.1,vilde,nn,nn_2u_vinge
25012,vildfågel..1,fågel..1,vild..1,vildfågel..nn.1,vildfågel,nn,nn_2u_nyckel
25013,vildgräs..1,gräs..1,vildväxande..1,vildgräs..nn.1,vildgräs,nn,nn_6n_system
25014,vildgås..1,gås..1,vild..1,vildgås..nn.1,vildgås,nn,nn_6u_gås
25015,vildhavre..1,sandhavre..1,PRIM..1,vildhavre..nn.1,vildhavre,nn,nn_0u_radar
25016,vildhet..1,vild..1,PRIM..1,vildhet..nn.1,vildhet,nn,nn_0u_boskap
25017,vildhjärna..1,äventyrlig..1,idé..1,vildhjärna..nn.1,vildhjärna,nn,nn_1u_skyltdocka
25018,vildhonung..1,honung..1,PRIM..1,vildhonung..nn.1,vildhonung,nn,nn_0u_boskap
25019,vildhäckande..1,häcka..1,vild..1,vildhäckande..av.1,vildhäckande,av,av_i_diverse
25020,vilding..1,vilde..1,PRIM..1,vilding..nn.1,vilding,nn,nn_2u_stol
25021,vildkanin..1,kanin..1,vild..1,vildkanin..nn.1,vildkanin,nn,nn_3u_karbid
25022,vildkaprifol..1,kaprifol..1,Bohuslän..1 landskapsblomma..1 vildväxande..1,vildkaprifol..nn.1,vildkaprifol,nn,nn_3u_karbid
25023,vildkatt..1,katt..1,vild..1,vildkatt..nn.1,vildkatt,nn,nn_3u_tid
25024,vildkatta..1,katta..1,vild..1,vildkatta..nn.1,vildkatta,nn,nn_1u_skyltdocka
25025,vildman..1,vilde..1,PRIM..1,vildman..nn.1,vildman,nn,nn_6u_vaktman
25026,vildmark..1,område..1,öde..1,vildmark..nn.1,vildmark,nn,nn_3u_tid
25027,vildmarksbrand..1,brand..1,vildmark..1,vildmarksbrand..nn.1,vildmarksbrand,nn,nn_3u_tand
25028,vildmarksmänniska..1,människa..1,vildmark..1,vildmarksmänniska..nn.1,vildmarksmänniska,nn,nn_1u_människa
25029,vildnad..1,villebråd..1,PRIM..1,vildnad..nn.1,vildnad,nn,nn_3u_salong
25030,vildpersilja..1,växt..1,PRIM..1,vildpersilja..nn.1,vildpersilja,nn,nn_0u_radar
25031,vildren..1,ren..2,vild..1,vildren..nn.1,vildren,nn,nn_2u_stol
25032,vildrensjakt..1,jakt..1,vildren..1,vildrensjakt..nn.1,vildrensjakt,nn,nn_3u_salong
25033,vildsint..1,vild..1,PRIM..1,vildsint..av.1,vildsint,av,av_1_akut
25034,vildsinthet..1,vildsint..1,PRIM..1,vildsinthet..nn.1,vildsinthet,nn,nn_0u_boskap
25035,vildskott..1,skott..2,oönskad..1,vildskott..nn.1,vildskott,nn,nn_6n_departement
25036,vildstam..1,stam..1,förädling..1,vildstam..nn.1,vildstam,nn,nn_2u_mun
25037,vildsvin..1,svin..1,vild..1,vildsvin..nn.1,vildsvin,nn,nn_6n_bord
25038,vildsvinsflock..1,flock..1,vildsvin..1,vildsvinsflock..nn.1,vildsvinsflock,nn,nn_2u_mening
25039,vildsvinsjakt..1,jakt..1,vildsvin..1,vildsvinsjakt..nn.1,vildsvinsjakt,nn,nn_0u_boskap
25040,vildsvinsolycka..1,bilolycka..1,vildsvin..1,vildsvinsolycka..nn.1,vildsvinsolycka,nn,nn_1u_skyltdocka
25041,vildvin..1,klätterväxt..1,PRIM..1,vildvin..nn.1,vildvin,nn,nn_0n_koksalt
25042,vildvuxen..1,ymnig..1,PRIM..1,vildvuxen..av.1,vildvuxen,av,av_1_utbrunnen
25043,vildväxande..1,växa..1,vild..1,vildväxande..av.1,vildväxande,av,av_i_diverse
25044,vildåsna..1,åsna..1,vild..1,vildåsna..nn.1,vildåsna,nn,nn_1u_olja
25045,vilfåtölj..1,fåtölj..1,vila..1,vilfåtölj..nn.1,vilfåtölj,nn,nn_3u_tid
25046,Wilgot..1,förnamn..1,han..1,Wilgot..pm.1,Wilgot,pm,pm_mph_lars
25047,Vilgot..1,förnamn..1,han..1,Vilgot..pm.1,Vilgot,pm,pm_mph_lars
25048,Wilhelm..1,förnamn..1,Ekelund..1 han..1 Heintz..1 Scheele..1 Stenhammar..1 Tell..1 Vilhelm..1,Wilhelm..pm.1,Wilhelm,pm,pm_mph_lars
25049,Vilhelm..1,förnamn..1,han..1 Moberg..1 Peterson-Berger..1,Vilhelm..pm.1,Vilhelm,pm,pm_mph_lars
25050,Wilhelmina..1,förnamn..1,hon..1,Wilhelmina..pm.1,Wilhelmina,pm,pm_fph_lisa
25051,Vilhelmina..1,ort..1,Lappland..1,Vilhelmina..pm.1,Vilhelmina,pm,pm_nlg_göteborg
25052,Wilhelmsson..1,efternamn..1,PRIM..1,Wilhelmsson..pm.1,Wilhelmsson,pm,pm_hph_svensson
25053,Wilja..1,förnamn..1,hon..1,Wilja..pm.1,Wilja,pm,pm_fph_lisa
25054,Vilja..1,förnamn..1,hon..1,Vilja..pm.1,Vilja,pm,pm_fph_lisa
25055,vilja..1,PRIM..1,PRIM..1,vilja..vb.1,vilja,vb,vb_om_vilja
25056,vilja..2,vilja..1,PRIM..1,vilja..nn.1,vilja,nn,nn_1u_olja
25057,viljande..1,vilja..1,PRIM..1,viljande..nn.1,viljande,nn,nn_5n_saldo
25058,vilja_sig..1,lyckas..1,PRIM..1,vilja_sig..vbm.1,vilja sig,vbm,vbm_oms1_vilja
25059,vilja_till..1,fordras..1,PRIM..1,vilja_till..vbm.1,vilja till,vbm,vbm_omp1_vilja
25060,viljeakt..1,handling..1,vilja..2,viljeakt..nn.1,viljeakt,nn,nn_3u_tid
25061,viljeansats..1,vilja..2,PRIM..1,viljeansats..nn.1,viljeansats,nn,nn_3u_karbid
25062,viljeansträngning..1,ansträngning..1,vilja..2,viljeansträngning..nn.1,viljeansträngning,nn,nn_2u_mening
25063,viljeförklaring..1,dokument..1,vilja..2,viljeförklaring..nn.1,viljeförklaring,nn,nn_2u_mening
25064,viljeförlamning..1,obeslutsam..1,PRIM..1,viljeförlamning..nn.1,viljeförlamning,nn,nn_2u_mening
25065,viljehandling..1,viljeakt..1,PRIM..1,viljehandling..nn.1,viljehandling,nn,nn_2u_mening
25066,viljeinriktning..1,inriktning..1,vilja..2,viljeinriktning..nn.1,viljeinriktning,nn,nn_2u_mening
25067,viljekraft..1,viljestark..1,PRIM..1,viljekraft..nn.1,viljekraft,nn,nn_0u_kärnkraft
25068,viljekraftig..1,viljekraft..1,PRIM..1,viljekraftig..av.1,viljekraftig,av,av_1_gul
25069,viljelös..1,vilja..2,utan..1,viljelös..av.1,viljelös,av,av_1_gul
25070,viljelöshet..1,viljelös..1,PRIM..1,viljelöshet..nn.1,viljelöshet,nn,nn_0u_boskap
25071,viljemänniska..1,viljestark..1,PRIM..1,viljemänniska..nn.1,viljemänniska,nn,nn_1u_människa
25072,viljemässig..1,vilja..1,PRIM..1,viljemässig..av.1,viljemässig,av,av_1_gul
25073,viljemässighet..1,viljemässig..1,PRIM..1,viljemässighet..nn.1,viljemässighet,nn,nn_0u_boskap
25074,viljeriktning..1,vilja..2,PRIM..1,viljeriktning..nn.1,viljeriktning,nn,nn_2u_mening
25075,viljestark..1,stark..1,vilja..2,viljestark..av.1,viljestark,av,av_1_gul
25076,viljestarkhet..1,viljestark..1,PRIM..1,viljestarkhet..nn.1,viljestarkhet,nn,nn_0u_boskap
25077,viljestyrka..1,viljestark..1,PRIM..1,viljestyrka..nn.1,viljestyrka,nn,nn_0u_tjockolja
25078,viljesvag..1,svag..1,vilja..2,viljesvag..av.1,viljesvag,av,av_1_gul
25079,viljesvaghet..1,viljesvag..1,PRIM..1,viljesvaghet..nn.1,viljesvaghet,nn,nn_0u_boskap
25080,viljeyttring..1,yttring..1,vilja..2,viljeyttring..nn.1,viljeyttring,nn,nn_2u_mening
25081,vilken..1,vem..1,PRIM..1,vilken..pn.1,vilken,pn,pn_o_ingen
25082,vilkendera..1,vilken..1,två..1,vilkendera..pn.1,vilkendera,pn,pn_o_ingendera
25083,vill..1,vilse..1,PRIM..1,vill..ab.1,vill,ab,ab_i_bort
25084,villa..1,hus..1,PRIM..1,villa..nn.1,villa,nn,nn_1u_mamma
25085,villa..2,misstag..1,PRIM..1,villa..nn.2,villa,nn,nn_1u_flicka
25086,villa_bort..1,förvilla..1,PRIM..1,villa_bort..vbm.1,villa bort,vbm,vbm_1ap1_laga
25087,villabrand..1,brand..1,villa..1,villabrand..nn.1,villabrand,nn,nn_3u_tand
25088,villabyggande..1,bygga..1,villa..1,villabyggande..nn.1,villabyggande,nn,nn_0n_syre
25089,villabyggnadsraseri..1,villabyggande..1,överdriven..1,villabyggnadsraseri..nn.1,villabyggnadsraseri,nn,nn_0n_raseri
25090,villakvarter..1,kvarter..1,villa..1,villakvarter..nn.1,villakvarter,nn,nn_6n_departement
25091,villande..1,vilse..1,PRIM..1,villande..av.1,villande,av,av_i_diverse
25092,villanell..1,körvisa..1,italiensk..1,villanell..nn.1,villanell,nn,nn_3u_tid
25093,villaområde..1,område..1,villa..1,villaområde..nn.1,villaområde,nn,nn_5n_dike
25094,villapris..1,pris..1,villa..1,villapris..nn.1,villapris,nn,nn_vn_garn
25095,villaservitut..1,servitut..1,villa..1,villaservitut..nn.1,villaservitut,nn,nn_6n_bord
25096,villastad..1,villaområde..1,PRIM..1,villastad..nn.1,villastad,nn,nn_3u_stad
25097,villatomt..1,tomt..1,villa..1,villatomt..nn.1,villatomt,nn,nn_3u_tid
25098,villaägare..1,ägare..1,villa..1,villaägare..nn.1,villaägare,nn,nn_6u_kikare
25099,Ville..1,förnamn..1,han..1 Kuusinen..1,Ville..pm.1,Ville,pm,pm_mph_sture
25100,Wille..1,förnamn..1,han..1,Wille..pm.1,Wille,pm,pm_mph_sture
25101,villebråd..1,jakt..1,PRIM..1,villebråd..nn.1,villebråd,nn,nn_6n_departement
25102,Villemo..1,förnamn..1,hon..1,Villemo..pm.1,Villemo,pm,pm_fph_barbro
25103,villervalla..1,oordnad..1,PRIM..1,villervalla..nn.1,villervalla,nn,nn_0u_radar
25104,villfara..1,bevilja..1,PRIM..1,villfara..vb.1,villfara,vb,vb_4a_fara
25105,villfarande..1,villfara..1,PRIM..1,villfarande..nn.1,villfarande,nn,nn_5n_saldo
25106,villfaras..1,vilseleda..1,PRIM..1,villfaras..vb.1,villfaras,vb,vb_4s_vederfaras
25107,villfarelse..1,uppfattning..1,felaktig..1,villfarelse..nn.1,villfarelse,nn,nn_4u_linje
25108,villfarig..1,villfaras..1,PRIM..1,villfarig..av.1,villfarig,av,av_1_gul
25109,William..1,förnamn..1,Blake..1 Faulkner..1 han..1 Harvey..1 Herschel..1 Shakespeare..1 Thackeray..1,William..pm.1,William,pm,pm_mph_bo
25110,Villiam..1,förnamn..1,han..1,Villiam..pm.1,Villiam,pm,pm_mph_lars
25111,Williams..1,efternamn..1,amerikansk..1 dramatiker..1,Williams..pm.1,Williams,pm,pm_hph_berg
25112,Willie..1,förnamn..1,han..1,Willie..pm.1,Willie,pm,pm_mph_bo
25113,villig..1,vilja..1,PRIM..1,villig..av.1,villig,av,av_1_gul
25114,villighet..1,villig..1,PRIM..1,villighet..nn.1,villighet,nn,nn_0u_boskap
25115,Willis..1,efternamn..1,PRIM..1,Willis..pm.1,Willis,pm,pm_hph_berg
25116,villkor..1,om..2,PRIM..1,villkor..nn.1,villkor,nn,nn_6n_departement
25117,villkor..2,förhållande..2,PRIM..1,villkor..nn.1,villkor,nn,nn_6n_departement
25118,villkora..1,villkor..1,PRIM..1,villkora..vb.1,villkora,vb,vb_1a_laga
25119,villkorande..1,villkora..1,PRIM..1,villkorande..nn.1,villkorande,nn,nn_5n_saldo
25120,villkorlig..1,villkor..1,PRIM..1,villkorlig..av.1,villkorlig,av,av_1_gul
25121,villkorlighet..1,villkorlig..1,PRIM..1,villkorlighet..nn.1,villkorlighet,nn,nn_0u_boskap
25122,villkorsbisats..1,bisats..1,villkor..1,villkorsbisats..nn.1,villkorsbisats,nn,nn_3u_karbid
25123,villkorskonjunktion..1,konjunktion..1,villkorsbisats..1,villkorskonjunktion..nn.1,villkorskonjunktion,nn,nn_3u_salong
25124,villkorslös..1,villkor..1,utan..1,villkorslös..av.1,villkorslös,av,av_1_gul
25125,villkorslöshet..1,villkorslös..1,PRIM..1,villkorslöshet..nn.1,villkorslöshet,nn,nn_0u_boskap
25126,villkorssats..1,sats..1,PRIM..1,villkorssats..nn.1,villkorssats,nn,nn_3u_karbid
25127,villolära..1,irrlära..1,PRIM..1,villolära..nn.1,villolära,nn,nn_1u_folksaga
25128,Villon..1,efternamn..1,diktare..1 fransk..1,Villon..pm.1,Villon,pm,pm_hph_berg
25129,villospår..1,spår..1,misstag..1,villospår..nn.1,villospår,nn,nn_6n_departement
25130,villoväg..1,väg..2,misstag..1,villoväg..nn.1,villoväg,nn,nn_2u_mening
25131,villrådig..1,tveksam..1,PRIM..1,villrådig..av.1,villrådig,av,av_1_gul
25132,villrådighet..1,villrådig..1,PRIM..1,villrådighet..nn.1,villrådighet,nn,nn_0u_boskap
25133,villsam..1,vilse..1,PRIM..1,villsam..av.1,villsam,av,av_1_stum
25134,villsamhet..1,villsam..1,PRIM..1,villsamhet..nn.1,villsamhet,nn,nn_0u_boskap
25135,Willy..1,förnamn..1,Brandt..1 han..1,Willy..pm.1,Willy,pm,pm_mph_bo
25136,Willy..2,Kyrklund..1,PRIM..1,Willy..pm.1,Willy,pm,pm_mph_bo
25137,Wilma..1,förnamn..1,hon..1,Wilma..pm.1,Wilma,pm,pm_fph_lisa
25138,Vilma..1,förnamn..1,hon..1,Vilma..pm.1,Vilma,pm,pm_fph_lisa
25139,Wilmer..1,förnamn..1,han..1,Wilmer..pm.1,Wilmer,pm,pm_mph_lars
25140,Vilmer..1,förnamn..1,han..1,Vilmer..pm.1,Vilmer,pm,pm_mph_lars
25141,Wilmington..1,stad..1,Delaware..1,Wilmington..pm.1,Wilmington,pm,pm_nlg_delhi
25142,Vilna..1,Vilnius..1,PRIM..1,Vilna..pm.1,Vilna,pm,pm_nlg_delhi
25143,Vilnius..1,huvudstad..1,Litauen..1,Vilnius..pm.1,Vilnius,pm,pm_nlg_delhi
25144,vilobädd..1,bädd..1,vila..2,vilobädd..nn.1,vilobädd,nn,nn_2u_mening
25145,vilodag..1,arbetsdag..1,inte..1,vilodag..nn.1,vilodag,nn,nn_2u_mening
25146,vilohem..1,konvalescenthem..1,PRIM..1,vilohem..nn.1,vilohem,nn,nn_6n_rum
25147,vilohemsvistelse..1,vistelse..1,vilohem..1,vilohemsvistelse..nn.1,vilohemsvistelse,nn,nn_4u_linje
25148,viloläge..1,läge..1,vila..2,viloläge..nn.1,viloläge,nn,nn_5n_dike
25149,viloläger..1,vila..1,PRIM..1,viloläger..nn.1,viloläger,nn,nn_6n_foder
25150,vilomassa..1,massa..2,vila..1,vilomassa..nn.1,vilomassa,nn,nn_0u_tjockolja
25151,vilopaus..1,paus..1,vila..1,vilopaus..nn.1,vilopaus,nn,nn_3u_karbid
25152,viloplats..1,plats..1,vila..1,viloplats..nn.1,viloplats,nn,nn_3u_karbid
25153,vilopuls..1,puls..2,vila..1,vilopuls..nn.1,vilopuls,nn,nn_2u_sten
25154,vilopunkt..1,punkt..1,vila..2,vilopunkt..nn.1,vilopunkt,nn,nn_3u_salong
25155,vilorum..1,grav..1,PRIM..1,vilorum..nn.1,vilorum,nn,nn_6n_rum
25156,vilostad..1,viloplats..1,PRIM..1,vilostad..nn.1,vilostad,nn,nn_0u_boskap
25157,vilostadium..1,stadium..1,vila..1,vilostadium..nn.1,vilostadium,nn,nn_3n_stadium
25158,vilrum..1,rum..1,vila..1,vilorum..nn.1,vilorum,nn,nn_6n_rum
25159,vilrum..1,rum..1,vila..1,vilrum..nn.1,vilrum,nn,nn_6n_rum
25160,vilsam..1,vila..1,PRIM..1,vilsam..av.1,vilsam,av,av_1_stum
25161,vilsamhet..1,vilsam..1,PRIM..1,vilsamhet..nn.1,vilsamhet,nn,nn_0u_boskap
25162,vilse..1,fel..1,PRIM..1,vilse..ab.1,vilse,ab,ab_i_bort
25163,vilseföra..1,vilseleda..1,PRIM..1,vilseföra..vb.1,vilseföra,vb,vb_2a_hyra
25164,vilseförande..1,vilseföra..1,PRIM..1,vilseförande..nn.1,vilseförande,nn,nn_5n_saldo
25165,vilsegången..1,gå_vilse..1,PRIM..1,vilsegången..av.1,vilsegången,av,av_1_utbrunnen
25166,vilsekommen..1,vilsegången..1,PRIM..1,vilsekommen..av.1,vilsekommen,av,av_1_utbrunnen
25167,vilseleda..1,leda..1,vilse..1,vilseleda..vb.1,vilseleda,vb,vb_2a_leda
25168,vilseledande..1,vilseleda..1,PRIM..1,vilseledande..av.1,vilseledande,av,av_i_diverse
25169,vilseledande..2,vilseleda..1,PRIM..1,vilseledande..nn.1,vilseledande,nn,nn_5n_saldo
25170,vilseledning..1,vilseleda..1,PRIM..1,vilseledning..nn.1,vilseledning,nn,nn_2u_mening
25171,vilsen..1,vilse..1,PRIM..1,vilsen..av.1,vilsen,av,av_1_utbrunnen
25172,Wilson..1,efternamn..1,England..1 premiärminister..1 president..1 USA..1,Wilson..pm.1,Wilson,pm,pm_hph_berg
25173,vilstol..1,stol..1,vila..1,vilstol..nn.1,vilstol,nn,nn_2u_mening
25174,vilt..1,djur..1,vild..1,vilt..nn.1,vilt,nn,nn_0n_dalt
25175,viltbana..1,vildbana..1,PRIM..1,viltbana..nn.1,viltbana,nn,nn_1u_olja
25176,viltdjur..1,vilt..1,PRIM..1,viltdjur..nn.1,viltdjur,nn,nn_6n_departement
25177,vilt_främmande..1,främmande..1,total..1,vilt_främmande..avm.1,vilt främmande,avm,avm_ip0_diverse
25178,vilthandlare..1,handla..2,vilt..1,vilthandlare..nn.1,vilthandlare,nn,nn_6u_kikare
25179,viltmålskytte..1,målskytte..1,PRIM..1,viltmålskytte..nn.1,viltmålskytte,nn,nn_0n_syre
25180,Wilton..1,förnamn..1,han..1,Wilton..pm.1,Wilton,pm,pm_mph_lars
25181,wiltonmatta..1,matta..1,PRIM..1,wiltonmatta..nn.1,wiltonmatta,nn,nn_1u_skyltdocka
25182,viltplantering..1,plantering..1,vilt..1,viltplantering..nn.1,viltplantering,nn,nn_2u_mening
25183,viltsmak..1,smak..1,vilt..1,viltsmak..nn.1,viltsmak,nn,nn_0u_boskap
25184,viltspegel..1,reflex..1,viltstråk..1,viltspegel..nn.1,viltspegel,nn,nn_2u_nyckel
25185,viltstråk..1,stråk..1,vilt..1,viltstråk..nn.1,viltstråk,nn,nn_6n_departement
25186,viltstängsel..1,stängsel..1,vilt..1,viltstängsel..nn.1,viltstängsel,nn,nn_6n_segel
25187,viltvård..1,omsorg..1,vilt..1,viltvård..nn.1,viltvård,nn,nn_0u_boskap
25188,viltvårdare..1,viltvård..1,PRIM..1,viltvårdare..nn.1,viltvårdare,nn,nn_6u_kikare
25189,vimba..1,braxen..1,PRIM..1,vimba..nn.1,vimba,nn,nn_1u_flicka
25190,Wimbledon..1,tennis..1,PRIM..1,Wimbledon..pm.1,Wimbledon,pm,pm_nlp_bender
25191,Viminalen..1,kulle..1,Rom..1,Viminalen..pm.1,Viminalen,pm,pm_uls_storgatan
25192,vimla..1,mången..1,oordnad..1,vimla..vb.1,vimla,vb,vb_1m_kackla
25193,vimlande..1,vimla..1,PRIM..1,vimlande..nn.1,vimlande,nn,nn_5n_saldo
25194,vimma..1,vimba..1,PRIM..1,vimma..nn.1,vimma,nn,nn_1u_flicka
25195,vimmel..1,vimla..1,PRIM..1,vimmel..nn.1,vimmel,nn,nn_0n_babbel
25196,vimmelkantig..1,omtumlad..1,yr..1,vimmelkantig..av.1,vimmelkantig,av,av_1_gul
